validation_id,game,implementation,solver,seed,iteration,traversals,elapsed_training_seconds,expected_value_player_zero,exploitability,nash_conv
mccfr,leduc,reference,naive_mccfr,20260812,10000,20000,0.6807556509957067,-0.11383937853162661,0.30980462058835295,0.6196092411767059
mccfr,leduc,reference,naive_mccfr,20260812,25000,50000,1.7372612149993074,-0.09303980107109948,0.175210099422696,0.350420198845392
mccfr,leduc,reference,naive_mccfr,20260812,50000,100000,3.398066421992553,-0.08061300306917679,0.1137889723509118,0.2275779447018236
mccfr,leduc,reference,naive_mccfr,20260812,100000,200000,6.711254294990795,-0.08641312978608895,0.07057075443584254,0.14114150887168508
mccfr,leduc,reference,naive_mccfr,20260812,250000,500000,16.59029469099187,-0.08735106380667512,0.04362872169338797,0.08725744338677593
mccfr,leduc,reference,naive_mccfr,20260812,500000,1000000,33.04494924999017,-0.08922439725776926,0.026759202650502092,0.053518405301004185
mccfr,leduc,reference,naive_mccfr,20260813,1000,2000,0.06964359099947615,-0.24879822920299305,1.4501507133434823,2.9003014266869647
mccfr,leduc,reference,naive_mccfr,20260813,5000,10000,0.3539993869999307,-0.13568193257507202,0.5058583695066947,1.0117167390133894
mccfr,leduc,reference,naive_mccfr,20260813,10000,20000,0.6882377439978882,-0.13450263128100945,0.3068863036940306,0.6137726073880612
mccfr,leduc,reference,naive_mccfr,20260813,25000,50000,1.6598370889987564,-0.10824642345837564,0.17287634710861222,0.34575269421722443
mccfr,leduc,reference,naive_mccfr,20260813,50000,100000,3.263126040001225,-0.09361884718573082,0.10535851125064402,0.21071702250128804
mccfr,leduc,reference,naive_mccfr,20260813,100000,200000,6.601247637998313,-0.09423493698119292,0.08256206828999543,0.16512413657999087
mccfr,leduc,reference,naive_mccfr,20260813,250000,500000,16.383078973994998,-0.09131595247171792,0.0425980970526421,0.0851961941052842
mccfr,leduc,reference,naive_mccfr,20260813,500000,1000000,33.06553284799156,-0.09016686243405855,0.029172459290277092,0.058344918580554184
mccfr,leduc,reference,naive_mccfr,20260814,1000,2000,0.06572125400271034,-0.1034798992264061,1.1849960877950174,2.369992175590035
mccfr,leduc,reference,naive_mccfr,20260814,5000,10000,0.34891656700347085,-0.10455226484983102,0.4666325450217078,0.9332650900434156
mccfr,leduc,reference,naive_mccfr,20260814,10000,20000,0.7052255740054534,-0.10472382883533879,0.3022495716941014,0.6044991433882028
mccfr,leduc,reference,naive_mccfr,20260814,25000,50000,1.716208400001051,-0.09290219986258107,0.1630822732361797,0.3261645464723594
mccfr,leduc,reference,naive_mccfr,20260814,50000,100000,3.401180098997429,-0.08679473358830964,0.10088346828582065,0.2017669365716413
mccfr,leduc,reference,naive_mccfr,20260814,100000,200000,6.683638228998461,-0.08856105644802538,0.07122351975265279,0.14244703950530557
mccfr,leduc,reference,naive_mccfr,20260814,250000,500000,16.529238764000183,-0.08976238590489603,0.04139420420664468,0.08278840841328935
mccfr,leduc,reference,naive_mccfr,20260814,500000,1000000,32.80748878599843,-0.08771485926569048,0.03651103400541847,0.07302206801083694
mccfr,leduc,optimised,mccfr,20260810,1000,2000,0.012868719000834972,-0.27304872694489724,1.3360094087786294,2.672018817557259
mccfr,leduc,optimised,mccfr,20260810,5000,10000,0.022038053000869695,-0.14328050946545887,0.48112324748848295,0.9622464949769659
mccfr,leduc,optimised,mccfr,20260810,10000,20000,0.03678131400374696,-0.11951942490316664,0.30917757258393164,0.6183551451678633
mccfr,leduc,optimised,mccfr,20260810,25000,50000,0.08274209700175561,-0.10183750941048991,0.1830499927001326,0.3660999854002652
mccfr,leduc,optimised,mccfr,20260810,50000,100000,0.14554625900200335,-0.09362827691043529,0.10692743377419531,0.21385486754839061
mccfr,leduc,optimised,mccfr,20260810,100000,200000,0.2667080290048034,-0.08762950437208923,0.07423886084327504,0.14847772168655007
mccfr,leduc,optimised,mccfr,20260810,250000,500000,0.6799676120062941,-0.08849312184714288,0.04212854319210309,0.08425708638420618
mccfr,leduc,optimised,mccfr,20260810,500000,1000000,1.2567420250052237,-0.08877437500215912,0.027941660771985236,0.05588332154397047
mccfr,leduc,optimised,mccfr,20260810,1000000,2000000,2.694580445000611,-0.08833124788841829,0.024804465246261894,0.04960893049252379
mccfr,leduc,optimised,mccfr,20260810,2000000,4000000,5.1418484230016475,-0.08725762463692177,0.014840826765549577,0.029681653531099153
mccfr,leduc,optimised,mccfr,20260810,5000000,10000000,14.167400653997902,-0.08671365811192569,0.010746969633117054,0.021493939266234108
mccfr,leduc,optimised,mccfr,20260810,10000000,20000000,26.533451049996074,-0.08658430376604245,0.006919286325432386,0.013838572650864772
mccfr,leduc,optimised,mccfr,20260810,20000000,40000000,54.15519391199632,-0.08639315635093892,0.004500984526344891,0.009001969052689782
mccfr,leduc,optimised,mccfr,20260811,1000,2000,0.0027796010035672225,-0.13028888210244713,1.2489636608794923,2.4979273217589846
mccfr,leduc,optimised,mccfr,20260811,5000,10000,0.018893683001806494,-0.18004365289288873,0.4485577149460594,0.8971154298921188
mccfr,leduc,optimised,mccfr,20260811,10000,20000,0.032418381997558754,-0.12951502274440121,0.27421913598395553,0.5484382719679111
mccfr,leduc,optimised,mccfr,20260811,25000,50000,0.06916924999677576,-0.10375823469980772,0.1647465993040884,0.3294931986081768
mccfr,leduc,optimised,mccfr,20260811,50000,100000,0.12661826699331868,-0.09253980803955082,0.0968698483810759,0.1937396967621518
mccfr,leduc,optimised,mccfr,20260811,100000,200000,0.24766449699382065,-0.0918613333905995,0.08126948059647623,0.16253896119295247
mccfr,leduc,optimised,mccfr,20260811,250000,500000,0.6021646739900461,-0.08886463691780312,0.044376400929946026,0.08875280185989205
mccfr,leduc,optimised,mccfr,20260811,500000,1000000,1.192391164986475,-0.08888569024479312,0.03541896560537419,0.07083793121074838
mccfr,leduc,optimised,mccfr,20260811,1000000,2000000,2.548447971988935,-0.08760185636244144,0.02116204733539668,0.04232409467079336
mccfr,leduc,optimised,mccfr,20260811,2000000,4000000,5.035881409989088,-0.08761677376221752,0.0147796786336322,0.0295593572672644
mccfr,leduc,optimised,mccfr,20260811,5000000,10000000,12.673475755989784,-0.08698004801997271,0.00914960748881316,0.01829921497762632
mccfr,leduc,optimised,mccfr,20260811,10000000,20000000,25.013608878987725,-0.08663041869661048,0.007469717552237257,0.014939435104474513
mccfr,leduc,optimised,mccfr,20260811,20000000,40000000,49.785645999989356,-0.08624489732808982,0.004876240022031256,0.009752480044062511
mccfr,leduc,optimised,mccfr,20260812,1000,2000,0.008218022005166858,-0.11860295919863119,1.3663980892531296,2.732796178506259
mccfr,leduc,optimised,mccfr,20260812,5000,10000,0.019907698006136343,-0.10979518776261382,0.5537804530354336,1.107560906070867
mccfr,leduc,optimised,mccfr,20260812,10000,20000,0.033368936004990246,-0.09192470343133313,0.2967478807194287,0.5934957614388574
mccfr,leduc,optimised,mccfr,20260812,25000,50000,0.07158981100656092,-0.10155310120923747,0.16621536565939155,0.3324307313187831
mccfr,leduc,optimised,mccfr,20260812,50000,100000,0.130453297009808,-0.09307442262266394,0.10480224009562826,0.20960448019125652
mccfr,leduc,optimised,mccfr,20260812,100000,200000,0.25986070800718153,-0.09175656176631997,0.06679237110602183,0.13358474221204367
mccfr,leduc,optimised,mccfr,20260812,250000,500000,0.6585407740058145,-0.08840337395491005,0.04317198590411579,0.08634397180823158
mccfr,leduc,optimised,mccfr,20260812,500000,1000000,1.298333430000639,-0.08792852888718468,0.02724779599581271,0.05449559199162542
mccfr,leduc,optimised,mccfr,20260812,1000000,2000000,2.4816119280003477,-0.08847189920526868,0.019922473182482553,0.039844946364965106
mccfr,leduc,optimised,mccfr,20260812,2000000,4000000,4.947671974005061,-0.08786848078185054,0.015038234702023798,0.030076469404047596
mccfr,leduc,optimised,mccfr,20260812,5000000,10000000,13.643689950004045,-0.08695349425028207,0.009202127978828717,0.018404255957657434
mccfr,leduc,optimised,mccfr,20260812,10000000,20000000,26.29916860400408,-0.08653674436121278,0.007066430848293143,0.014132861696586285
mccfr,leduc,optimised,mccfr,20260812,20000000,40000000,53.18113902600453,-0.08632163794342629,0.004402646354426783,0.008805292708853565
mccfr,leduc,optimised,mccfr,20260813,1000,2000,0.006070964001992252,-0.01818529494760255,1.2205128556436726,2.4410257112873452
mccfr,leduc,optimised,mccfr,20260813,5000,10000,0.021392431001004297,-0.1172218524196058,0.5474035756456705,1.094807151291341
mccfr,leduc,optimised,mccfr,20260813,10000,20000,0.036364282001159154,-0.09144570003046489,0.2966043695344025,0.593208739068805
mccfr,leduc,optimised,mccfr,20260813,25000,50000,0.07673893600440351,-0.08677535466108176,0.14751137223782348,0.29502274447564697
mccfr,leduc,optimised,mccfr,20260813,50000,100000,0.1389062450034544,-0.08332609344843586,0.1074603587914223,0.2149207175828446
mccfr,leduc,optimised,mccfr,20260813,100000,200000,0.26517683300335193,-0.08281615256459804,0.075548848490763,0.151097696981526
mccfr,leduc,optimised,mccfr,20260813,250000,500000,0.6523586920011439,-0.08556540195880111,0.0467630992793089,0.0935261985586178
mccfr,leduc,optimised,mccfr,20260813,500000,1000000,1.2479992500011576,-0.08664730547621337,0.03299884147453486,0.06599768294906971
mccfr,leduc,optimised,mccfr,20260813,1000000,2000000,2.550101375003578,-0.08705849129066952,0.021177830857432745,0.04235566171486549
mccfr,leduc,optimised,mccfr,20260813,2000000,4000000,5.0939137330060476,-0.08693361913594619,0.016231896765317236,0.03246379353063447
mccfr,leduc,optimised,mccfr,20260813,5000000,10000000,13.120257725000556,-0.08663847871933715,0.008930175284399086,0.017860350568798172
mccfr,leduc,optimised,mccfr,20260813,10000000,20000000,26.372545587000786,-0.08631525905058095,0.0069083211412946585,0.013816642282589317
mccfr,leduc,optimised,mccfr,20260813,20000000,40000000,53.89994895300333,-0.08616796807782333,0.004340130515323823,0.008680261030647646
mccfr,leduc,optimised,mccfr,20260814,1000,2000,0.002395966999756638,-0.14719786377139854,1.2661743473517315,2.532348694703463
mccfr,leduc,optimised,mccfr,20260814,5000,10000,0.012471431997255422,-0.14138872289395704,0.42608323624282385,0.8521664724856477
mccfr,leduc,optimised,mccfr,20260814,10000,20000,0.02615230899391463,-0.10066313552785595,0.28828868975470234,0.5765773795094047
mccfr,leduc,optimised,mccfr,20260814,25000,50000,0.062277616998471785,-0.09290391075672318,0.17156871722673664,0.3431374344534733
mccfr,leduc,optimised,mccfr,20260814,50000,100000,0.12059862000023713,-0.08477390695597534,0.10546935523391397,0.21093871046782794
mccfr,leduc,optimised,mccfr,20260814,100000,200000,0.246795832994394,-0.08608420377451372,0.07336098112883722,0.14672196225767445
mccfr,leduc,optimised,mccfr,20260814,250000,500000,0.6222560249952949,-0.08753187408927332,0.04369038972075709,0.08738077944151418
mccfr,leduc,optimised,mccfr,20260814,500000,1000000,1.243637747989851,-0.08794156473905188,0.030801946517174335,0.06160389303434867
mccfr,leduc,optimised,mccfr,20260814,1000000,2000000,2.43698018098803,-0.08769115229387633,0.021003306461589766,0.04200661292317953
mccfr,leduc,optimised,mccfr,20260814,2000000,4000000,5.141095202990982,-0.0875564689904166,0.015834374191891418,0.031668748383782835
mccfr,leduc,optimised,mccfr,20260814,5000000,10000000,12.50209813399124,-0.08682251155971833,0.010406619197808817,0.020813238395617634
mccfr,leduc,optimised,mccfr,20260814,10000000,20000000,25.445000900988816,-0.08663090977116238,0.0064569209064437305,0.012913841812887461
mccfr,leduc,optimised,mccfr,20260814,20000000,40000000,51.423783263991936,-0.08627074273581285,0.005079124973630514,0.010158249947261028
