benchmark_id,game,implementation,seed,iteration,traversals,optimizer_steps,elapsed_training_seconds,expected_value_player_zero,exploitability,nash_conv
deep_cfr,leduc,reference,20260811,1,2500,40,0.8418719370092731,-0.12429779712498232,2.962821308299721,5.925642616599442
deep_cfr,leduc,reference,20260811,2,5000,80,3.755283827005769,-0.19632465968059493,2.1990596673829703,4.398119334765941
deep_cfr,leduc,reference,20260811,4,10000,140,8.845524819014827,0.011441596514973562,1.7558910739758617,3.5117821479517235
deep_cfr,leduc,optimised,20260811,1,2500,40,0.26513093800167553,-0.12356419984967518,2.969500565730149,5.939001131460298
deep_cfr,leduc,optimised,20260811,2,5000,80,0.7660399510059506,-0.1749758890069477,2.182884890070747,4.365769780141494
deep_cfr,leduc,optimised,20260811,4,10000,140,1.5797530240088236,0.00401083704250795,1.785804889678153,3.571609779356306
