validation_id,game,solver,iteration,traversals_per_seed,seed_count,median_elapsed_training_seconds,median_expected_value_player_zero,median_exploitability,minimum_exploitability,maximum_exploitability,median_nash_conv,median_strategy_training_loss,median_strategy_validation_loss
deep_cfr,leduc,naive_deep_cfr,1,400,3,10.812758764994214,0.6564658064960192,3.4791854670905256,1.8533385165187666,3.851868226236702,6.958370934181051,0.10845702886581421,0.10272769629955292
deep_cfr,leduc,naive_deep_cfr,5,2000,3,37.00036424197606,-0.00854891929187756,1.9776140276287104,1.9596358711375468,2.017967016542268,3.955228055257421,0.1622825562953949,0.1680176854133606
deep_cfr,leduc,naive_deep_cfr,10,4000,3,65.91318692800996,0.018278799357821094,1.7600873468106806,1.574591834975887,2.0512219753598684,3.520174693621361,0.1404861956834793,0.13603276014328003
