study_id,case,changed_factor,iterations,traversals_per_player,advantage_training_steps,strategy_training_steps,model_config_id,total_traversals,total_optimizer_steps,training_seconds,traversal_seconds,advantage_training_seconds,strategy_training_seconds,end_to_end_traversals_per_second,collection_traversals_per_second,expected_value_player_zero,exploitability,nash_conv,player_zero_advantage_training_loss,player_zero_advantage_validation_loss,player_one_advantage_training_loss,player_one_advantage_validation_loss,strategy_training_loss,strategy_validation_loss,packed_reservoir_bytes,network_parameter_bytes
deep_cfr_configuration,baseline,none,20,1000,100,200,leduc_deep_cfr,40000,4200,12.888185884992708,5.448344401913346,7.047239482984878,0.39249203201325145,3103.6175577337763,7341.679792847315,-0.11136424731607125,1.0710714209578311,2.1421428419156623,41.0096435546875,45.743465423583984,29.24296760559082,30.888776779174805,0.20086659491062164,0.20464667677879333,50200000,131364
deep_cfr_configuration,lower_k,traversals_per_player,20,500,100,200,leduc_deep_cfr,20000,4200,10.633989609996206,2.8828484510158887,7.3864418659650255,0.3645959720015526,1880.7616645778476,6937.582859394564,-0.13627187449523617,1.014217388935794,2.028434777871588,38.36387634277344,40.891876220703125,26.94721221923828,26.795806884765625,0.22861361503601074,0.22029675543308258,50200000,131364
deep_cfr_configuration,lower_advantage_steps,advantage_training_steps,20,1000,50,200,leduc_deep_cfr,40000,2200,11.053528585995082,6.900378214020748,3.7074052209209185,0.4456364560028305,3618.7539290105383,5796.783706540137,-0.36257874833671305,1.843764982019042,3.687529964038084,75.24234771728516,73.39320373535156,38.011688232421875,36.45783996582031,0.11581254750490189,0.1260738968849182,50200000,131364
deep_cfr_configuration,advantage_steps_150,advantage_training_steps,20,1000,150,200,leduc_deep_cfr,40000,6200,17.23226600899943,5.7397805829532444,11.126812091999454,0.36555448100261856,2321.22693435154,6968.90750820637,-0.1484075984630684,1.0284135100447906,2.0568270200895813,36.7528076171875,38.62028503417969,28.027772903442383,27.22197914123535,0.20435281097888947,0.20461255311965942,50200000,131364
deep_cfr_configuration,advantage_steps_200,advantage_training_steps,20,1000,200,200,leduc_deep_cfr,40000,8200,21.006905458998517,5.86456038999313,14.765992639993783,0.3762517069990281,1904.135765168858,6820.630591212457,-0.1625102466473671,1.048401280378448,2.096802560756896,35.83787536621094,34.305625915527344,34.466529846191406,33.89363098144531,0.2424291968345642,0.2432297319173813,50200000,131364
deep_cfr_configuration,smaller_network,model_config_id,20,1000,100,200,leduc_deep_cfr_small,40000,4200,12.719944383003167,6.5484985600051,5.858801922950079,0.3125477439898532,3144.6678378129855,6108.270412442275,-0.5654571086181064,1.6884043602806749,3.3768087205613497,55.52675247192383,54.69459915161133,33.04267501831055,32.79109191894531,0.12812648713588715,0.12386254221200943,50200000,41124
